2011-05-12 20:03:06 - INFO --> 12-05-2011 18:03:06 PM, 127.0.0.1, SiteForumVbbAccount, getAll,  
2011-05-12 20:03:15 - INFO --> 12-05-2011 18:03:15 PM, 127.0.0.1, ResultForumVbb, getByResultForumVbb,  
2011-05-12 20:10:18 - INFO --> 12-05-2011 18:10:18 PM, 127.0.0.1, Strategy, getAll,  
2011-05-12 20:10:22 - INFO --> 12-05-2011 18:10:22 PM, 127.0.0.1, SiteForumVbbAccount, getAll,  
2011-05-12 20:10:29 - INFO --> 12-05-2011 18:10:29 PM, 127.0.0.1, ResultForumVbb, getByResultForumVbb,  
2011-05-12 20:11:46 - INFO --> 12-05-2011 18:11:46 PM, 127.0.0.1, ResultForumVbb, getByResultForumVbb,  
2011-05-12 20:13:57 - INFO --> 12-05-2011 18:13:57 PM, 127.0.0.1, ResultForumVbb, getByResultForumVbb,  
2011-05-12 20:14:35 - INFO --> 12-05-2011 18:14:35 PM, 127.0.0.1, ResultForumVbb, getByResultForumVbb,  
2011-05-12 20:18:49 - INFO --> 12-05-2011 18:18:49 PM, 127.0.0.1, Strategy, getAll,  
2011-05-12 20:18:53 - INFO --> 12-05-2011 18:18:53 PM, 127.0.0.1, SiteForumVbbAccount, getAll,  
2011-05-12 20:18:59 - INFO --> 12-05-2011 18:18:59 PM, 127.0.0.1, ResultForumVbb, getByResultForumVbb,  
2011-05-12 20:22:15 - INFO --> 12-05-2011 18:22:15 PM, 127.0.0.1, ResultForumVbb, getByResultForumVbb,  
